시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도,시설 경도,통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,,
강서구,11500000612,은비어린이집,가정,폐지,7730,서울특별시 강서구 까치산로4길 98-13,070-8682-3150,02-6012-7985,cafe.naver.com/hwagoklittleangel,3,60,0,4,1,17,0,37.53857044,126.8467028,미운영,2014-05-30,,,2021-01-22,2022-03-17,일반,0,1,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,03:51.0,,
강서구,11500000611,튼튼키즈어린이집,민간,정상,7669,서울특별시 강서구 등촌로39라길 19,02-2653-3133,0504-488-2527,,5,174,1,7,7,57,27,37.54681268,126.8611931,미운영,2014-03-24,,,,2022-03-17,일반,0,0,1,1,0,0,0,1,0,3,0,0,5,13,0,0,0,9,0,27,0,0,0,0,0,1,4,0,0,0,0,0,1,0,7,03:52.0,,
강서구,11500000610,단이슬어린이집,국공립,정상,7624,서울특별시 강서구 공항대로8가길 40,02-3662-2313,02-2666-2314,,6,178,1,15,14,67,65,37.55852942,126.8141301,미운영,2014-02-04,,,,2022-03-17,야간연장,0,3,3,1,1,1,0,1,0,10,0,8,20,12,9,16,0,0,0,65,0,0,0,0,0,1,12,0,0,0,0,0,1,0,14,03:51.0,,
강서구,11500000609,다니엘어린이집,가정,재개,7528,서울특별시 강서구 양천로55길 55 108동 102호(가양동, 가양한강자이),02-3663-5958,02-3663-5958,,3,61,1,4,3,20,5,37.56647076,126.8481217,미운영,2014-01-28,,,,2022-03-17,일반,2,1,0,0,0,0,1,0,0,4,0,3,0,0,0,0,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,03:51.0,
강서구,11500000608,염창누리봄어린이집,가정,정상,7536,서울특별시 강서구 양천로69길 58 염창동 동아1차 아파트 101-112,02-305-0009,02-305-0009,,3,68,1,4,7,19,19,37.55527368,126.872961,미운영,2013-11-25,,,,2022-03-17,일반,2,2,1,0,0,0,1,0,0,6,3,9,7,0,0,0,0,0,0,19,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000607,빛나어린이집,가정,폐지,7752,서울특별시 강서구 강서로18라길 22-3,070-7526-4699,,,4,48,0,4,0,16,0,37.53573954,126.8481252,미운영,2013-09-17,,,2019-08-31,2022-03-17,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000606,단비어린이집,국공립,정상,7656,서울특별시 강서구 까치산로 166,02-2608-2046,02-2604-2046,,3,90,1,8,9,34,25,37.55192407,126.8530265,미운영,2013-08-20,,,,2022-03-17,야간연장,2,2,2,0,0,0,0,0,0,6,3,8,14,0,0,0,0,0,0,25,0,0,0,0,0,1,7,0,0,0,0,0,1,0,9,03:51.0,,
강서구,11500000605,아이샘어린이집,국공립,정상,7677,서울특별시 강서구 까치산로12길 8-9,02-2603-0191,070-8611-0881,,5,198,1,12,13,67,59,37.54453935,126.8472337,미운영,2013-08-20,,,,2022-03-17,야간연장,0,1,1,1,1,1,0,0,0,5,0,5,7,13,14,20,0,0,0,59,0,0,0,0,0,1,9,0,0,0,0,0,1,0,13,03:51.0,,
강서구,11500000604,아기사랑어린이집,가정,정상,7531,서울특별시 강서구 허준로 175 가양6단지 601-106,070-4208-5999,02-2658-2187,,3,49,1,3,0,11,0,37.56375999,126.8592918,미운영,2013-07-20,,,,2022-03-17,일반,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000603,하늘샘어린이집,국공립,정상,7638,서울특별시 강서구 강서로47다길 35,02-2665-7611,02-2665-7612,,5,189,1,10,13,71,63,37.55132626,126.8343098,미운영,2013-07-16,,,,2022-03-17,야간연장,0,1,2,1,1,1,0,0,0,6,0,5,10,15,16,17,0,0,0,63,0,0,0,0,0,1,10,0,0,0,0,0,1,0,13,03:52.0,,
강서구,11500000602,키즈네이션어린이집,민간,정상,7535,서울특별시 강서구 양천로67길 71-7,070-7681-7990,,http://blog.naver.com/eduonplay,7,356,1,8,5,83,14,37.55650617,126.8702035,미운영,2013-07-08,,,,2022-03-17,일반,0,5,6,1,0,0,1,1,0,14,0,3,4,0,0,0,0,7,0,14,0,0,0,0,0,1,3,0,0,0,0,0,1,0,5,03:51.0,,
강서구,11500000601,해뜰아이어린이집,가정,휴지,7581,서울특별시 강서구 강서로68길 36 등촌2단지주공아파트204동105호,02-2659-3230,,,3,27,0,0,0,9,0,37.56538797,126.8422578,미운영,2013-06-26,2015-09-25,2016-09-24,,2022-03-17,일반,0,1,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000598,노란풍선어린이집,민간,폐지,7646,서울특별시 강서구 공항대로38길 57 1층,02-6013-5056,02-6013-5086,키즈노트,4,95,0,4,0,21,0,37.55731658,126.8406815,미운영,2013-06-07,,,2019-06-17,2022-03-17,일반,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000600,은빛어린이집,국공립,정상,7592,서울특별시 강서구 방화대로44길 49,02-2662-6601,02-2662-6609,,4,176,1,8,10,66,44,37.57119185,126.8184471,미운영,2013-05-31,,,,2022-03-17,야간연장,0,2,2,0,0,0,0,2,0,6,0,5,13,0,0,0,0,26,0,44,0,0,0,0,0,1,7,0,0,0,0,0,1,0,10,03:51.0,,
강서구,11500000599,애솔 어린이집,국공립,정상,7730,서울특별시 강서구 초록마을로 162-30,02-2602-0091,02-2602-0096,,3,109,0,8,5,35,6,37.5368287,126.8465547,미운영,2013-05-29,,,,2022-03-17,야간연장,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,1,3,0,0,0,0,0,1,0,5,03:51.0,,
강서구,11500000597,하나로어린이집,가정,폐지,7542,서울특별시 강서구 양천로73길 5 101동 105호 (염창동, 삼성하나로),02-2652-5946,02-2652-5946,http://cafe.naver.com/hanarohouse,4,84,0,4,0,19,0,37.55189456,126.8715153,미운영,2013-05-07,,,2018-02-28,2022-03-17,일반,3,3,1,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,
강서구,11500000596,동글동글어린이집,가정,정상,7531,서울특별시 강서구 허준로 175 가양6단지아파트 603동 101호,02-3663-6031,02-3663-6031,cafe.naver.com/36636031,3,37,0,3,5,12,11,37.5637591,126.8592888,미운영,2013-04-16,,,,2022-03-17,일반,0,1,0,0,0,0,5,0,0,6,0,3,0,0,0,0,8,0,0,11,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:51.0,,
강서구,11500000595,키즈파랑새어린이집,가정,정상,7665,서울특별시 강서구 공항대로58길 46 등촌동 532-7,02-2644-9232,02-2644-9232,,4,61,0,5,4,19,5,37.5497792,126.8621852,미운영,2013-03-27,,,,2022-03-17,일반,4,1,0,0,0,0,8,0,0,13,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,03:51.0,,
강서구,11500000593,꼬모어린이집,가정,정상,7539,서울특별시 강서구 양천로 731 동아3차 305-103,070-4791-3727,,,4,109,1,4,7,20,18,37.55025388,126.8773982,미운영,2013-03-19,,,,2022-03-17,일반,3,2,0,0,0,0,2,0,0,7,6,9,0,0,0,0,3,0,0,18,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000594,하하호호어린이집,가정,정상,7558,서울특별시 강서구 공항대로75길 30 삼정그린코아 102-106,070-8815-9885,,,3,84,1,4,7,19,19,37.54785775,126.8744871,미운영,2013-03-19,,,,2022-03-17,일반,3,1,2,0,0,0,1,0,0,7,5,4,7,0,0,0,3,0,0,19,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:52.0,,
강서구,11500000592,하늘누리어린이집,가정,정상,7641,서울특별시 강서구 남부순환로17길 58 1층,02-6401-8018,,,4,90,0,4,4,20,4,37.54743636,126.8243352,미운영,2013-02-27,,,,2022-03-17,일반,2,1,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,03:52.0,,
강서구,11500000591,해달별어린이집,가정,폐지,7645,서울특별시 강서구 방화대로6가길 6,02-6052-0233,,,3,53,0,5,0,20,0,37.55471569,126.8168442,미운영,2013-02-12,,,2021-07-31,2022-03-17,일반,1,1,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000590,이레어린이집,민간,정상,7609,서울특별시 강서구 금낭화로11길 48 (방화동 583-37),02-2665-0011,02-2666-0066,,9,338,1,18,21,128,92,37.5696795,126.8101786,운영,2013-01-25,,,,2022-03-17,야간연장,0,2,4,1,0,0,8,7,0,22,0,9,22,0,0,0,5,56,0,92,0,0,0,0,0,1,15,0,0,1,0,0,2,0,21,03:51.0,,
강서구,11500000589,아란어린이집,민간,정상,7537,서울특별시 강서구 양천로71가길 43,02-3664-9004,02-3663-6200,,7,309,1,11,16,95,56,37.55225474,126.8746336,운영,2012-12-24,,,,2022-03-17,일반,0,4,3,3,1,1,0,0,0,12,0,13,14,11,12,6,0,0,0,56,0,0,0,0,0,1,11,0,0,0,0,0,2,0,16,03:51.0,,
강서구,11500000588,늘푸른꿈어린이집,가정,폐지,7593,서울특별시 강서구 양천로26길 103 푸르뫼마을청구 103-106 (방화동 859),02-2666-5004,,,4,39,0,0,0,13,0,37.57301918,126.8208696,미운영,2012-12-10,,,2015-06-03,2022-03-17,일반,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000587,하울어린이집,가정,정상,7667,서울특별시 강서구 등촌로53길 39 103동 107호,02-2643-6789,,http://cafe.daum.net/haulkids,4,59,0,4,6,20,13,37.54923923,126.8620984,미운영,2012-12-04,,,,2022-03-17,일반,3,1,1,0,0,0,1,0,0,6,3,5,0,0,0,0,5,0,0,13,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,03:52.0,,
강서구,11500000585,우주어린이집,가정,폐지,7586,서울특별시 강서구 공항대로39길 74 501-104,02-6097-7097,02-6097-7097,,4,41,0,4,0,15,0,37.56121777,126.8446345,미운영,2012-12-03,,,2019-03-01,2022-03-17,일반,1,1,2,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000586,현대귀염둥이어린이집,가정,폐지,7534,서울특별시 강서구 양천로 507 강나루현대아파트 109-104,02-6341-0808,02-6341-0808,,4,84,1,4,0,19,0,37.56039788,126.8573621,미운영,2012-11-30,,,2021-02-23,2022-03-17,일반,3,1,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000584,굿모닝어린이집,가정,정상,7548,서울특별시 강서구 화곡로68길 33 라인아파트101-104,02-6341-5200,02-6341-5200,등촌동굿모닝어린이집,4,58,1,4,7,20,20,37.55921761,126.8559157,미운영,2012-11-23,,,,2022-03-17,일반,1,2,2,0,0,0,4,0,0,9,3,10,7,0,0,0,0,0,0,20,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000582,마루어린이집,가정,폐지,7779,서울특별시 강서구 강서로5나길 55-3 (화곡1동 910-31),02-6398-7575,,http://blog.naver.com/aselink,3,30,0,0,0,11,0,37.52821334,126.8451425,미운영,2012-11-07,,,2016-09-29,2022-03-17,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000581,푸른솔어린이집,가정,폐지,7703,서울특별시 강서구 화곡로13길 107 화곡푸르지오 104-104 (화곡3동 1091),02-6342-0042,02-6342-0042,,4,55,0,4,0,19,0,37.54204654,126.8328887,미운영,2012-11-01,,,2019-02-28,2022-03-17,일반,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000580,보배어린이집,가정,정상,7713,서울특별시 강서구 강서로33가길 13-13 (화곡3동 1050-26),02-2605-1253,02-2605-1252,cafe.daum.net/BOBEA,4,40,0,4,5,14,11,37.54213361,126.838433,미운영,2012-10-15,,,,2022-03-17,일반,2,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,5,0,0,11,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:51.0,,
강서구,11500000579,행복나무어린이집,가정,폐지,7761,서울특별시 강서구 가로공원로74길 24 (화곡1동 372-58),02-2602-7632,,,5,44,0,5,0,15,0,37.53574078,126.8362746,미운영,2012-10-08,,,2017-02-28,2022-03-17,일반,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000578,뚜띠어린이집,가정,정상,7525,서울특별시 강서구 허준로 139 307-103,070-8748-6916,,,3,53,1,3,7,12,12,37.56568349,126.8562291,미운영,2012-09-28,,,,2022-03-17,야간연장,1,1,0,0,0,0,3,0,0,5,3,3,0,0,0,0,6,0,0,12,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000577,쥬빌리어린이집,가정,정상,7616,서울특별시 강서구 방화대로23길 60-15 (방화1동 611-165),02-2661-1193,02-2661-1193,,4,39,0,5,4,13,2,37.56477209,126.8131521,미운영,2012-09-11,,,,2022-03-17,일반,1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,03:51.0,,
강서구,11500000576,예꿈어린이집,가정,정상,7766,서울특별시 강서구 월정로 160 화곡대림아파트 1동 104호 (화곡동 361-1),070-4642-7953,,http://cafe.daum.net/happy7953,3,52,2,4,7,19,19,37.53313192,126.8365745,미운영,2012-08-13,,,,2022-03-17,일반,1,2,1,1,0,0,1,0,0,6,3,10,6,0,0,0,0,0,0,19,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000574,아이동산어린이집,가정,폐지,7525,서울특별시 강서구 허준로 139 강변아파트 306-104,02-2699-1003,,,3,47,0,3,0,11,0,37.56503621,126.8544737,미운영,2012-08-06,,,2016-08-11,2022-03-17,일반,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000573,여디디야어린이집,가정,폐지,7691,서울특별시 강서구 강서로 266 우장산아이파크이편한세상 110-101,02-3665-1310,,,3,66,0,4,0,20,0,37.54954428,126.8391003,미운영,2012-08-06,,,2021-03-17,2022-03-17,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000575,꼬마궁어린이집,가정,정상,7739,서울특별시 강서구 등촌로13바길 49-12,02-2652-3805,,,3,39,0,4,5,14,10,37.53523518,126.8574965,미운영,2012-08-03,,,,2022-03-17,일반,1,2,0,0,0,0,2,0,0,5,1,5,0,0,0,0,4,0,0,10,0,0,0,0,0,1,3,0,0,0,0,0,1,0,5,03:51.0,,
강서구,11500000572,아기천사어린이집,가정,정상,7787,서울특별시 강서구 국회대로7길 91 신도금잔디아파트 104호,02-2607-6421,02-2607-6421,http://cafe.daum.net/1004jek,3,54,0,4,8,20,9,37.52940545,126.8557791,미운영,2012-07-19,,,,2022-03-17,야간연장,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,1,6,0,0,0,0,0,0,0,8,03:51.0,,
강서구,11500000571,별고래어린이집,가정,휴지,157880,서울특별시 강서구 곰달래로25길 37,02-2607-7829,,,4,43,0,0,0,15,0,37.53231577,126.8487408,미운영,2012-07-09,2013-09-30,2014-09-29,,2022-03-17,일반,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000570,행복한우리어린이집,가정,폐지,7718,서울특별시 강서구 화곡로18길 47 102호 (화곡1동 1086-29),02-2693-7645,,http://cafe.daum.net/Happykids0710,4,40,0,4,0,13,0,37.53830355,126.8365269,미운영,2012-07-09,,,2020-02-29,2022-03-17,일반,2,1,1,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000569,성민어린이집,민간,폐지,7516,서울특별시 강서구 금낭화로15길 23,02-2664-1052,02-2664-3544,,3,89,0,0,0,33,0,37.5746502,126.8107093,운영,2012-07-03,,,2020-02-29,2022-03-17,일반,3,5,4,1,0,0,8,2,0,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000568,진영꼬마숲어린이집,가정,폐지,7723,서울특별시 강서구 초록마을로16길 16,02-2604-5111,,,5,60,0,5,0,19,0,37.54127289,126.8497137,미운영,2012-06-11,,,2019-01-21,2022-03-17,야간연장,1,1,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000567,동성스마일어린이집,가정,정상,7580,서울특별시 강서구 강서로68길 108 동성아파트 106-106,02-2699-1003,,,3,56,0,4,5,20,16,37.56320564,126.8462149,미운영,2012-06-05,,,,2022-03-17,일반,1,2,1,0,0,0,2,0,0,6,0,3,7,0,0,0,6,0,0,16,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:51.0,,
강서구,11500000565,애플트리어린이집,가정,휴지,7751,서울특별시 강서구 강서로18나길 39-1,02-6081-5994,02-6081-5994,,3,46,0,4,0,15,0,37.53576966,126.8463329,미운영,2012-05-30,2020-10-31,2021-09-30,,2022-03-17,일반,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000566,소호어린이집,가정,폐지,7677,서울특별시 강서구 초록마을로 53-5,02-2604-2012,,,3,51,0,5,0,19,0,37.54261251,126.8488963,미운영,2012-05-30,,,2020-11-06,2022-03-17,야간연장,2,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000564,토리어린이집,가정,폐지,7677,서울특별시 강서구 초록마을로7가길 5,02-2065-1123,,,4,33,0,0,0,12,0,37.54317038,126.8483204,미운영,2012-05-21,,,2016-10-25,2022-03-17,일반,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000563,진영꼬마숲어린이집,가정,정상,7759,서울특별시 강서구 곰달래로27길 6 301호,02-2604-5111,070-4615-5779,,3,63,0,3,4,20,8,37.53106032,126.8505581,미운영,2012-05-14,,,,2022-03-17,일반,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,03:51.0,,
강서구,11500000562,에듀온플레이어린이집,가정,재개,7535,서울특별시 강서구 양천로67길 54 우성2차아파트 201-102,02-3665-7990,,http://blog.naver.com/eduonplay,3,84,0,4,1,19,0,37.55586779,126.8697746,미운영,2012-03-29,,,,2022-03-17,일반,2,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,03:51.0,,
강서구,11500000561,성석KingsKids어린이집,민간,폐지,7748,서울특별시 강서구 곰달래로31가길 101,02-2696-9674,,,6,162,0,0,0,43,0,37.53274055,126.8569447,미운영,2012-03-27,,,2014-03-31,2022-03-17,일반,2,4,1,1,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000560,사랑어린이집,가정,정상,7524,서울특별시 강서구 허준로 23 한강타운 105동 101호,02-3662-5153,,lavendks@naver.com,3,84,0,6,7,19,12,37.57206712,126.8448728,미운영,2012-03-19,,,,2022-03-17,일반,1,1,1,0,0,0,1,0,0,4,2,4,5,0,0,0,1,0,0,12,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000558,주영어린이집,민간,정상,7669,서울특별시 강서구 등촌로39길 42,02-2654-2081,02-2654-2082,www.cyworld.com/kidjuyoung,6,180,1,7,11,61,33,37.54643253,126.8603402,운영,2012-03-07,,,,2022-03-17,일반,2,3,2,1,0,0,2,2,0,12,3,0,7,10,0,0,2,11,0,33,0,0,0,0,0,1,7,0,0,0,0,0,1,0,11,03:51.0,,
강서구,11500000559,한솔어린이집,가정,정상,7595,서울특별시 강서구 양천로30길 77 103-101,02-3665-8000,0504-414-4157,https://blog.naver.com/mjs062680,3,85,0,4,2,19,3,37.56951938,126.8229971,미운영,2012-02-27,,,,2022-03-17,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,03:52.0,,
강서구,11500000556,행복한 파미에 어린이집,민간,폐지,7595,서울특별시 강서구 양천로30길 109,02-3664-1042,,,4,75,0,0,0,28,0,37.56840904,126.8227869,미운영,2012-01-30,,,2014-10-07,2022-03-17,일반,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000557,버클리 어린이집,민간,정상,7637,서울특별시 강서구 강서로47바길 21,02-2663-5955,,,7,281,2,16,8,96,22,37.55247242,126.830122,운영,2012-01-30,,,,2022-03-17,일반,0,0,1,1,0,0,1,1,0,4,0,0,1,9,0,0,2,10,0,22,0,0,0,0,0,1,5,0,0,0,0,0,1,0,8,03:51.0,,
강서구,11500000555,밀알몬테소리어린이집,민간,정상,7552,서울특별시 강서구 공항대로59길 82,02-2658-9960,02-3665-9960,,5,203,1,6,14,75,64,37.55547505,126.8635372,운영,2012-01-05,,,,2022-03-17,일반,0,1,4,2,0,0,0,3,0,10,0,5,22,12,0,0,0,25,0,64,0,0,0,0,0,1,11,0,0,0,0,0,1,0,14,03:51.0,,
강서구,11500000554,아라어린이집,가정,폐지,7510,서울특별시 강서구 금낭화로 287-19 방화5단지아파트 506동 101호,02-2662-8060,,,3,35,0,3,0,12,0,37.57733076,126.8102315,미운영,2012-01-05,,,2021-02-28,2022-03-17,일반,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000550,하늘어린이집,민간,폐지,7724,서울특별시 강서구 초록마을로 106 (),02-2604-1623,02-2604-1623,,5,174,0,8,0,48,0,37.53900534,126.8514134,미운영,2011-12-02,,,2018-02-28,2022-03-17,일반,1,1,1,1,0,0,3,2,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000553,가양아이자람어린이집,민간,폐지,157810,서울특별시 강서구 허준로 202-22 1층 아이자람 어린이집,02-3662-1486,02-3662-1485,,4,103,0,9,0,39,0,37.56074373,126.8602317,미운영,2011-12-01,,,2021-03-15,2022-03-17,일반,0,1,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:50.0,,
강서구,11500000552,한숲어린이집,가정,폐지,157857,서울특별시 강서구 방화대로50길 7 한숲마을대림 101-102,02-6348-7942,02-6368-7942,,4,60,0,4,0,19,0,37.57707576,126.8175905,운영,2011-11-18,,,2018-02-28,2022-03-17,일반,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000551,꿈아이어린이집,가정,폐지,157220,서울특별시 강서구 금낭화로24가길 6 (방화동 895) 동일스위트빌 201동 104호,02-2664-5100,02-2664-5100,,4,45,0,0,0,16,0,37.5787782,126.8161689,미운영,2011-10-31,,,2016-08-31,2022-03-17,일반,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000549,신나는어린이집,민간,폐지,7674,서울특별시 강서구 까치산로18나길 22-1,02-2605-0241,02-2690-0241,신나는어린이집.com,5,186,1,8,0,53,0,37.54635099,126.8491311,미운영,2011-09-05,,,2020-11-30,2022-03-17,일반,0,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000548,작은뜰어린이집,가정,폐지,7531,서울특별시 강서구 허준로 175 614동 103호(가양동, 가양6단지아파트),070-7868-5637,,http://cafe.daum.net/imypepe,3,43,0,3,0,16,0,37.562799,126.859988,미운영,2011-09-01,,,2020-03-15,2022-03-17,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000547,기아대책 행복한어린이집,사회복지법인,폐지,7554,서울특별시 강서구 공항대로59다길 109,02-2085-8209,02-2659-3636,,4,145,0,0,0,52,0,37.55138543,126.8689724,미운영,2011-08-25,,,2015-03-13,2022-03-17,일반,0,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000546,숲속친구어린이집,가정,폐지,7677,서울특별시 강서구 초록마을로 43-7,02-2696-1607,,,4,78,0,0,0,18,0,37.54303343,126.8475045,미운영,2011-07-27,,,2015-03-30,2022-03-17,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000545,가온어린이집,가정,폐지,7552,서울특별시 강서구 양천로 590 102동 102호(등촌동, 태영아파트),02-2658-0179,,,3,88,0,7,0,20,0,37.55579544,126.8641307,미운영,2011-07-12,,,2019-03-01,2022-03-17,일반,0,1,1,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:50.0,
강서구,11500000544,뽀로로와친구들 어린이집,가정,정상,7723,서울특별시 강서구 초록마을로16길 24 (화곡동),02-2694-2023,02-2694-2023,http://cafe.daum.net/421Pororo,3,80,0,4,2,18,3,37.54108007,126.849267,운영,2011-04-21,,,,2022-03-17,야간연장,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,03:51.0,,
